english_meaning,arrernte_word,audio_url,all_audio_urls,,,,,,,,,,,,,,,,,
mopoke owl,kwerrkwerrke,https://arrernte-angkentye.online/ecall/audio/kwerrkwerrke_m.mp3,https://arrernte-angkentye.online/ecall/audio/kwerrkwerrke_m.mp3,,,,,,,,,,,,,,,,,
"(fire) smoke, cigarette",kwerte,https://arrernte-angkentye.online/ecall/audio/kwerte_m.mp3,https://arrernte-angkentye.online/ecall/audio/kwerte_m.mp3,,,,,,,,,,,,,,,,,
"wooden fighting club, nulla nulla",kwetere,https://arrernte-angkentye.online/ecall/audio/kwetere_m.mp3,https://arrernte-angkentye.online/ecall/audio/kwetere_m.mp3,,,,,,,,,,,,,,,,,
"'I'm surprised; can that be right?', 'Eh?' (getting someone to confirm what they just said), 'Oops! How did I do that?' (after a mistake)",Kweye?,https://arrernte-angkentye.online/ecall/audio/kweye_m.mp3,https://arrernte-angkentye.online/ecall/audio/kweye_m.mp3,,,,,,,,,,,,,,,,,
"at, on, in",#NAME?,https://arrernte-angkentye.online/ecall/audio/-le.mp3,https://arrernte-angkentye.online/ecall/audio/-le.mp3,,,,,,,,,,,,,,,,,
armpit,lhenpe,https://arrernte-angkentye.online/ecall/audio/lhenpe.mp3,https://arrernte-angkentye.online/ecall/audio/lhenpe.mp3,,,,,,,,,,,,,,,,,
Hoppy's town camp,Lhenpe Artnwe,https://arrernte-angkentye.online/ecall/audio/lhenpe_artnwe.mp3,https://arrernte-angkentye.online/ecall/audio/lhenpe_artnwe.mp3,,,,,,,,,,,,,,,,,
"creek, river",lhere,https://arrernte-angkentye.online/ecall/audio/lhere_m.mp3,https://arrernte-angkentye.online/ecall/audio/lhere_m.mp3,,,,,,,,,,,,,,,,,
"hit and make a sharp noise, to knock",ltare-atweme,https://arrernte-angkentye.online/ecall/audio/ltare-atweme.mp3,https://arrernte-angkentye.online/ecall/audio/ltare-atweme.mp3,,,,,,,,,,,,,,,,,
sharp noise,ltare-ltare,https://arrernte-angkentye.online/ecall/audio/ltare-ltare.mp3,https://arrernte-angkentye.online/ecall/audio/ltare-ltare.mp3,,,,,,,,,,,,,,,,,
"shin, shinbone",lterre,https://arrernte-angkentye.online/ecall/audio/lterre_m.mp3,https://arrernte-angkentye.online/ecall/audio/lterre_m.mp3,,,,,,,,,,,,,,,,,
"hard, strong, solid, tight",lterrke,https://arrernte-angkentye.online/ecall/audio/lterrke_m.mp3,https://arrernte-angkentye.online/ecall/audio/lterrke_m.mp3,,,,,,,,,,,,,,,,,
"ghost, spirit (of dead)",lthane,https://arrernte-angkentye.online/ecall/audio/lthane.mp3,https://arrernte-angkentye.online/ecall/audio/lthane.mp3,,,,,,,,,,,,,,,,,
soaking wet,lthangkwe,https://arrernte-angkentye.online/ecall/audio/lthangkwe.mp3,https://arrernte-angkentye.online/ecall/audio/lthangkwe.mp3,,,,,,,,,,,,,,,,,
pinch someone,lthangkwe,https://arrernte-angkentye.online/ecall/audio/lthangkwe.mp3,,,,,,,,,,,,,,,,,,
beefwood tree,ltyentye,https://arrernte-angkentye.online/ecall/audio/ltyentye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ltyentye_m.mp3,,,,,,,,,,,,,,,,,
Santa Teresa,Ltyentye Apurte,https://arrernte-angkentye.online/ecall/audio/ltyentye_apurte.mp3,https://arrernte-angkentye.online/ecall/audio/ltyentye_apurte.mp3,,,,,,,,,,,,,,,,,
"(plant) grow, sprout",lyapeme,https://arrernte-angkentye.online/ecall/audio/lyapeme.mp3,https://arrernte-angkentye.online/ecall/audio/lyapeme.mp3,,,,,,,,,,,,,,,,,
"prickle, thorn, burr, quill",lyeke,https://arrernte-angkentye.online/ecall/audio/lyeke.mp3,https://arrernte-angkentye.online/ecall/audio/lyeke.mp3,,,,,,,,,,,,,,,,,
part of intestines,lyepe-lyepe,https://arrernte-angkentye.online/ecall/audio/lyepe-lyepe_m.mp3,https://arrernte-angkentye.online/ecall/audio/lyepe-lyepe_m.mp3,,,,,,,,,,,,,,,,,
"now, today",lyete,https://arrernte-angkentye.online/ecall/audio/lyete.mp3,https://arrernte-angkentye.online/ecall/audio/lyete.mp3,,,,,,,,,,,,,,,,,
"today's, recent",lyetenye,https://arrernte-angkentye.online/ecall/audio/lyetenye_m.mp3,https://arrernte-angkentye.online/ecall/audio/lyetenye_m.mp3,,,,,,,,,,,,,,,,,
gun,makete,https://arrernte-angkentye.online/ecall/audio/makete.mp3,https://arrernte-angkentye.online/ecall/audio/makete.mp3,,,,,,,,,,,,,,,,,
gun,makite,https://arrernte-angkentye.online/ecall/audio/makite.mp3,https://arrernte-angkentye.online/ecall/audio/makite.mp3,,,,,,,,,,,,,,,,,
"clothes, cloth",mantere,https://arrernte-angkentye.online/ecall/audio/mantere_m.mp3,https://arrernte-angkentye.online/ecall/audio/mantere_m.mp3,,,,,,,,,,,,,,,,,
"girl, female (animal)",marle,https://arrernte-angkentye.online/ecall/audio/marle_m.mp3,https://arrernte-angkentye.online/ecall/audio/marle_m.mp3,,,,,,,,,,,,,,,,,
"shut, close, block off, turn off",marteme,https://arrernte-angkentye.online/ecall/audio/marteme.mp3,https://arrernte-angkentye.online/ecall/audio/marteme.mp3,,,,,,,,,,,,,,,,,
mother,matye,https://arrernte-angkentye.online/ecall/audio/matye.mp3,https://arrernte-angkentye.online/ecall/audio/matye.mp3,,,,,,,,,,,,,,,,,
"'Here, take it!'",Me!,https://arrernte-angkentye.online/ecall/audio/me!_m.mp3,https://arrernte-angkentye.online/ecall/audio/me!_m.mp3,,,,,,,,,,,,,,,,,
"food from plants: vegetable, fruit",merne,https://arrernte-angkentye.online/ecall/audio/merne_m.mp3,https://arrernte-angkentye.online/ecall/audio/merne_m.mp3,,,,,,,,,,,,,,,,,
"blunt, blocked off, corner",metye,https://arrernte-angkentye.online/ecall/audio/metye_m.mp3,https://arrernte-angkentye.online/ecall/audio/metye_m.mp3,,,,,,,,,,,,,,,,,
"mother, mother's sister",meye,https://arrernte-angkentye.online/ecall/audio/meye_m.mp3,https://arrernte-angkentye.online/ecall/audio/meye_m.mp3,,,,,,,,,,,,,,,,,
Alice Springs,Mparntwe,https://arrernte-angkentye.online/ecall/audio/mparntwe_m.mp3,https://arrernte-angkentye.online/ecall/audio/mparntwe_m.mp3,,,,,,,,,,,,,,,,,
'Let's go!',Mpe!,https://arrernte-angkentye.online/ecall/audio/mpe!_m.mp3,https://arrernte-angkentye.online/ecall/audio/mpe!_m.mp3,,,,,,,,,,,,,,,,,
"ripe, cooked",mpenge,https://arrernte-angkentye.online/ecall/audio/mpenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/mpenge_m.mp3,,,,,,,,,,,,,,,,,
middle,mpepe,https://arrernte-angkentye.online/ecall/audio/mpepe.mp3,https://arrernte-angkentye.online/ecall/audio/mpepe.mp3,,,,,,,,,,,,,,,,,
white,mperlkere,https://arrernte-angkentye.online/ecall/audio/mperlkere_m.mp3,https://arrernte-angkentye.online/ecall/audio/mperlkere_m.mp3,,,,,,,,,,,,,,,,,
frog,mpwaltye,https://arrernte-angkentye.online/ecall/audio/mpwaltye_m.mp3,https://arrernte-angkentye.online/ecall/audio/mpwaltye_m.mp3,,,,,,,,,,,,,,,,,
"make, do, fix",mpwareme,https://arrernte-angkentye.online/ecall/audio/mpwareme.mp3,https://arrernte-angkentye.online/ecall/audio/mpwareme.mp3,,,,,,,,,,,,,,,,,
you two (subject),mpwele,https://arrernte-angkentye.online/ecall/audio/mpwele_m.mp3,https://arrernte-angkentye.online/ecall/audio/mpwele_m.mp3,,,,,,,,,,,,,,,,,
middle,mpwepe,https://arrernte-angkentye.online/ecall/audio/mpwepe.mp3,https://arrernte-angkentye.online/ecall/audio/mpwepe.mp3,,,,,,,,,,,,,,,,,
maggot,mpwere,https://arrernte-angkentye.online/ecall/audio/mpwere_m.mp3,https://arrernte-angkentye.online/ecall/audio/mpwere_m.mp3,,,,,,,,,,,,,,,,,
brother-in-law,mpwerne,https://arrernte-angkentye.online/ecall/audio/mpwerne.mp3,https://arrernte-angkentye.online/ecall/audio/mpwerne.mp3,,,,,,,,,,,,,,,,,
brother-in-law,mpwerneye,https://arrernte-angkentye.online/ecall/audio/mpwerneye_m.mp3,https://arrernte-angkentye.online/ecall/audio/mpwerneye_m.mp3,,,,,,,,,,,,,,,,,
Abbotts town camp,Mpwetyerre,https://arrernte-angkentye.online/ecall/audio/mpwetyerre.mp3,https://arrernte-angkentye.online/ecall/audio/mpwetyerre.mp3,,,,,,,,,,,,,,,,,
"slowly, carefully, cautiously",mwantye,https://arrernte-angkentye.online/ecall/audio/mwantye_m.mp3,https://arrernte-angkentye.online/ecall/audio/mwantye_m.mp3,,,,,,,,,,,,,,,,,
"good, well, useable, proper, safe",mwantye,https://arrernte-angkentye.online/ecall/audio/mwantye_m.mp3,,,,,,,,,,,,,,,,,,
"hat, cap",mwekarte,https://arrernte-angkentye.online/ecall/audio/mwekarte_m.mp3,https://arrernte-angkentye.online/ecall/audio/mwekarte_m.mp3,,,,,,,,,,,,,,,,,
blowfly,mweramwenke,https://arrernte-angkentye.online/ecall/audio/mweramwenke.mp3,https://arrernte-angkentye.online/ecall/audio/mweramwenke.mp3,,,,,,,,,,,,,,,,,
mother-in-law; son-in-law,mwere,https://arrernte-angkentye.online/ecall/audio/mwere_m.mp3,https://arrernte-angkentye.online/ecall/audio/mwere_m.mp3,,,,,,,,,,,,,,,,,
"refuse, be uncooperative",mwernte-irreme,https://arrernte-angkentye.online/ecall/audio/mwernte-irreme_m.mp3,https://arrernte-angkentye.online/ecall/audio/mwernte-irreme_m.mp3,,,,,,,,,,,,,,,,,
"good, well, useable, proper, safe",mwerre,https://arrernte-angkentye.online/ecall/audio/mwerre_m.mp3,https://arrernte-angkentye.online/ecall/audio/mwerre_m.mp3,,,,,,,,,,,,,,,,,
grass,name,https://arrernte-angkentye.online/ecall/audio/name_m.mp3,https://arrernte-angkentye.online/ecall/audio/name_m.mp3,,,,,,,,,,,,,,,,,
horse,nanthe,https://arrernte-angkentye.online/ecall/audio/nanthe_m.mp3,https://arrernte-angkentye.online/ecall/audio/nanthe_m.mp3,,,,,,,,,,,,,,,,,
"from, out of, away from",#NAME?,https://arrernte-angkentye.online/ecall/audio/-nge-ntyele.mp3,https://arrernte-angkentye.online/ecall/audio/-nge-ntyele.mp3,,,,,,,,,,,,,,,,,
you (one person; object form),ngenhe,https://arrernte-angkentye.online/ecall/audio/ngenhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/ngenhe_m.mp3,,,,,,,,,,,,,,,,,
"soakage, hole dug for water",ngentye,https://arrernte-angkentye.online/ecall/audio/ngentye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ngentye_m.mp3,,,,,,,,,,,,,,,,,
"God, priest",ngkarte,https://arrernte-angkentye.online/ecall/audio/ngkarte_m.mp3,https://arrernte-angkentye.online/ecall/audio/ngkarte_m.mp3,,,,,,,,,,,,,,,,,
'Give it here!',Ngke!,https://arrernte-angkentye.online/ecall/audio/ngke!.mp3,https://arrernte-angkentye.online/ecall/audio/ngke!.mp3,,,,,,,,,,,,,,,,,
"1. stand something up, to plant. 2. (driver) stops (vehicle)",ngkerneme,https://arrernte-angkentye.online/ecall/audio/ngkerneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/ngkerneme_m.mp3,,,,,,,,,,,,,,,,,
"rib, ribs",ngkerralye,https://arrernte-angkentye.online/ecall/audio/ngkerralye.mp3,https://arrernte-angkentye.online/ecall/audio/ngkerralye.mp3,,,,,,,,,,,,,,,,,
"1.'honey' foods, juice. 2. alcohol",ngkwarle,https://arrernte-angkentye.online/ecall/audio/ngkwarle.mp3,https://arrernte-angkentye.online/ecall/audio/ngkwarle.mp3,,,,,,,,,,,,,,,,,
"small pieces, coins",ngkweltye,https://arrernte-angkentye.online/ecall/audio/ngkweltye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ngkweltye_m.mp3,,,,,,,,,,,,,,,,,
"1. leg, lower leg. 2. bone",ngkwerne,https://arrernte-angkentye.online/ecall/audio/ngkwerne_m.mp3,https://arrernte-angkentye.online/ecall/audio/ngkwerne_m.mp3,,,,,,,,,,,,,,,,,
"bony, skinny",ngkwerne-ngkwerne,https://arrernte-angkentye.online/ecall/audio/ngkwerne-ngkwerne_m.mp3,https://arrernte-angkentye.online/ecall/audio/ngkwerne-ngkwerne_m.mp3,,,,,,,,,,,,,,,,,
"your, yours (one person)",ngkwinhe,https://arrernte-angkentye.online/ecall/audio/ngkwinhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/ngkwinhe_m.mp3,,,,,,,,,,,,,,,,,
"that, there (distant)",nhakwe,https://arrernte-angkentye.online/ecall/audio/nhakwe_m.mp3,https://arrernte-angkentye.online/ecall/audio/nhakwe_m.mp3,,,,,,,,,,,,,,,,,
"'you know the one', that (one)",nhenge,https://arrernte-angkentye.online/ecall/audio/nhenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/nhenge_m.mp3,,,,,,,,,,,,,,,,,
"here, this (close by)",nhenhe,https://arrernte-angkentye.online/ecall/audio/nhenhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/nhenhe_m.mp3,,,,,,,,,,,,,,,,,
edible seeds,ntange,https://arrernte-angkentye.online/ecall/audio/ntange_m.mp3,https://arrernte-angkentye.online/ecall/audio/ntange_m.mp3,,,,,,,,,,,,,,,,,
Heavitree Gap,Ntaripe,https://arrernte-angkentye.online/ecall/audio/ntaripe_m.mp3,https://arrernte-angkentye.online/ecall/audio/ntaripe_m.mp3,,,,,,,,,,,,,,,,,
shallow,ntarne,https://arrernte-angkentye.online/ecall/audio/ntarne_m.mp3,https://arrernte-angkentye.online/ecall/audio/ntarne_m.mp3,,,,,,,,,,,,,,,,,
"quiet, quietly",nterte,https://arrernte-angkentye.online/ecall/audio/nterte_m.mp3,https://arrernte-angkentye.online/ecall/audio/nterte_m.mp3,,,,,,,,,,,,,,,,,
"bash against something, throw someone down",nteweme,https://arrernte-angkentye.online/ecall/audio/nteweme_m.mp3,https://arrernte-angkentye.online/ecall/audio/nteweme_m.mp3,,,,,,,,,,,,,,,,,
how?,nthakenhe?,https://arrernte-angkentye.online/ecall/audio/nthakenhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/nthakenhe_m.mp3,,,,,,,,,,,,,,,,,
"how many?, how much?",nthakentye?,https://arrernte-angkentye.online/ecall/audio/nthakentye.mp3,https://arrernte-angkentye.online/ecall/audio/nthakentye.mp3,,,,,,,,,,,,,,,,,
"how many?, how much?",nthakintye?,https://arrernte-angkentye.online/ecall/audio/nthakintye.mp3,https://arrernte-angkentye.online/ecall/audio/nthakintye.mp3,,,,,,,,,,,,,,,,,
where?,nthenhe?,https://arrernte-angkentye.online/ecall/audio/nthenhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/nthenhe_m.mp3,,,,,,,,,,,,,,,,,
where to?,nthenhe-werne?,https://arrernte-angkentye.online/ecall/audio/nthenhe-werne.mp3,https://arrernte-angkentye.online/ecall/audio/nthenhe-werne.mp3,,,,,,,,,,,,,,,,,
"shadow, solid shade",ntulye,https://arrernte-angkentye.online/ecall/audio/ntulye_m.mp3,https://arrernte-angkentye.online/ecall/audio/ntulye_m.mp3,,,,,,,,,,,,,,,,,
rock pigeon,nturrerte,https://arrernte-angkentye.online/ecall/audio/nturrerte_m.mp3,https://arrernte-angkentye.online/ecall/audio/nturrerte_m.mp3,,,,,,,,,,,,,,,,,
permanent waterhole,ntyange,https://arrernte-angkentye.online/ecall/audio/ntyange_m.mp3,https://arrernte-angkentye.online/ecall/audio/ntyange_m.mp3,,,,,,,,,,,,,,,,,
elephant grub caterpillar,ntyarlke,https://arrernte-angkentye.online/ecall/audio/ntyarlke.mp3,https://arrernte-angkentye.online/ecall/audio/ntyarlke.mp3,,,,,,,,,,,,,,,,,
elephant grub dreaming site on the Todd River,Ntyarlke-arle-tyaneme,https://arrernte-angkentye.online/ecall/audio/ntyarlke-arle-tyaneme.mp3,https://arrernte-angkentye.online/ecall/audio/ntyarlke-arle-tyaneme.mp3,,,,,,,,,,,,,,,,,
"from, out of, away from",ntyeme,https://arrernte-angkentye.online/ecall/audio/ntyeme.mp3,,,,,,,,,,,,,,,,,,
"give off a smell, smell, stink",ntyeme,https://arrernte-angkentye.online/ecall/audio/ntyeme.mp3,https://arrernte-angkentye.online/ecall/audio/ntyeme.mp3,,,,,,,,,,,,,,,,,
smell something,ntyerneme,https://arrernte-angkentye.online/ecall/audio/ntyerneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/ntyerneme_m.mp3,,,,,,,,,,,,,,,,,
sneeze,ntyerrknge-atnyeme,https://arrernte-angkentye.online/ecall/audio/ntyerrknge-atnyeme.mp3,https://arrernte-angkentye.online/ecall/audio/ntyerrknge-atnyeme.mp3,,,,,,,,,,,,,,,,,
sneeze,ntyerrknge-itnyeme,https://arrernte-angkentye.online/ecall/audio/ntyerrknge-itnyeme.mp3,https://arrernte-angkentye.online/ecall/audio/ntyerrknge-itnyeme.mp3,,,,,,,,,,,,,,,,,
type of rat,nyemale,https://arrernte-angkentye.online/ecall/audio/nyemale_m.mp3,https://arrernte-angkentye.online/ecall/audio/nyemale_m.mp3,,,,,,,,,,,,,,,,,
Trucking Yards town camp,Nyewente,https://arrernte-angkentye.online/ecall/audio/nyewente_m.mp3,https://arrernte-angkentye.online/ecall/audio/nyewente_m.mp3,,,,,,,,,,,,,,,,,
red-backed kingfisher,parlkene,https://arrernte-angkentye.online/ecall/audio/parlkene.mp3,https://arrernte-angkentye.online/ecall/audio/parlkene.mp3,,,,,,,,,,,,,,,,,
"saliva, spit",pelhe,https://arrernte-angkentye.online/ecall/audio/pelhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/pelhe_m.mp3,,,,,,,,,,,,,,,,,
one of the eight skin names,Peltharre,https://arrernte-angkentye.online/ecall/audio/peltharre_m.mp3,https://arrernte-angkentye.online/ecall/audio/peltharre_m.mp3,,,,,,,,,,,,,,,,,
one of the eight skin names,Penangke,https://arrernte-angkentye.online/ecall/audio/penangke_m.mp3,https://arrernte-angkentye.online/ecall/audio/penangke_m.mp3,,,,,,,,,,,,,,,,,
one of the eight skin names,Pengarte,https://arrernte-angkentye.online/ecall/audio/pengarte_m.mp3,https://arrernte-angkentye.online/ecall/audio/pengarte_m.mp3,,,,,,,,,,,,,,,,,
one of the eight skin names,Perrurle,https://arrernte-angkentye.online/ecall/audio/perrurle_m.mp3,https://arrernte-angkentye.online/ecall/audio/perrurle_m.mp3,,,,,,,,,,,,,,,,,
to blow on (with your mouth),pewileme,https://arrernte-angkentye.online/ecall/audio/pewileme_m.mp3,https://arrernte-angkentye.online/ecall/audio/pewileme_m.mp3,,,,,,,,,,,,,,,,,
"windpipe, throat",pmulpere,https://arrernte-angkentye.online/ecall/audio/pmulpere.mp3,https://arrernte-angkentye.online/ecall/audio/pmulpere.mp3,,,,,,,,,,,,,,,,,
"windpipe, throat",pmwelpere,https://arrernte-angkentye.online/ecall/audio/pmwelpere.mp3,https://arrernte-angkentye.online/ecall/audio/pmwelpere.mp3,,,,,,,,,,,,,,,,,
"thumb, big toe",purlpurle,https://arrernte-angkentye.online/ecall/audio/purlpurle.mp3,https://arrernte-angkentye.online/ecall/audio/purlpurle.mp3,,,,,,,,,,,,,,,,,
"give off light: shine, glow; shine on something",pwarrtyeme,https://arrernte-angkentye.online/ecall/audio/pwarrtyeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/pwarrtyeme_m.mp3,,,,,,,,,,,,,,,,,
blind,pwenge,https://arrernte-angkentye.online/ecall/audio/pwenge_m.mp3,https://arrernte-angkentye.online/ecall/audio/pwenge_m.mp3,,,,,,,,,,,,,,,,,
tadpole,pwepelye,https://arrernte-angkentye.online/ecall/audio/pwepelye.mp3,https://arrernte-angkentye.online/ecall/audio/pwepelye.mp3,,,,,,,,,,,,,,,,,
shoulder,pwerlepe,https://arrernte-angkentye.online/ecall/audio/pwerlepe_m.mp3,https://arrernte-angkentye.online/ecall/audio/pwerlepe_m.mp3,,,,,,,,,,,,,,,,,
"thumb, big toe",pwerlpwerle,https://arrernte-angkentye.online/ecall/audio/pwerlpwerle_m.mp3,https://arrernte-angkentye.online/ecall/audio/pwerlpwerle_m.mp3,,,,,,,,,,,,,,,,,
"grab, snatch, take away",rakeme,https://arrernte-angkentye.online/ecall/audio/rakeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/rakeme_m.mp3,,,,,,,,,,,,,,,,,
"same, identical, equal",rante-rante,https://arrernte-angkentye.online/ecall/audio/rante-rante_m.mp3,https://arrernte-angkentye.online/ecall/audio/rante-rante_m.mp3,,,,,,,,,,,,,,,,,
"he, she, it (subject)",re,https://arrernte-angkentye.online/ecall/audio/re_m.mp3,https://arrernte-angkentye.online/ecall/audio/re_m.mp3,,,,,,,,,,,,,,,,,
"the two of them, they (subject)",re-atherre / ratherre,https://arrernte-angkentye.online/ecall/audio/re-atherre_m.mp3,https://arrernte-angkentye.online/ecall/audio/re-atherre_m.mp3,,,,,,,,,,,,,,,,,
"him, her, it (object form)",renhe,https://arrernte-angkentye.online/ecall/audio/renhe_m.mp3,https://arrernte-angkentye.online/ecall/audio/renhe_m.mp3,,,,,,,,,,,,,,,,,
"the two of them, them",renhe-atherre,https://arrernte-angkentye.online/ecall/audio/renhe-atherre_m.mp3,https://arrernte-angkentye.online/ecall/audio/renhe-atherre_m.mp3,,,,,,,,,,,,,,,,,
wind,rlke,https://arrernte-angkentye.online/ecall/audio/rlke_m.mp3,https://arrernte-angkentye.online/ecall/audio/rlke_m.mp3,,,,,,,,,,,,,,,,,
sick,rlkerte,https://arrernte-angkentye.online/ecall/audio/rlkerte_m.mp3,https://arrernte-angkentye.online/ecall/audio/rlkerte_m.mp3,,,,,,,,,,,,,,,,,
"squeeze stuff out, blow nose",rlputneme,https://arrernte-angkentye.online/ecall/audio/rlputneme.mp3,https://arrernte-angkentye.online/ecall/audio/rlputneme.mp3,,,,,,,,,,,,,,,,,
"horn, feeler, insect antenna",rulyulye,https://arrernte-angkentye.online/ecall/audio/rulyulye_m.mp3,https://arrernte-angkentye.online/ecall/audio/rulyulye_m.mp3,,,,,,,,,,,,,,,,,
traditional windbreak,takwe,https://arrernte-angkentye.online/ecall/audio/takwe_m.mp3,https://arrernte-angkentye.online/ecall/audio/takwe_m.mp3,,,,,,,,,,,,,,,,,
damp or wet earth,terte,https://arrernte-angkentye.online/ecall/audio/terte_m.mp3,https://arrernte-angkentye.online/ecall/audio/terte_m.mp3,,,,,,,,,,,,,,,,,
Annie Meyer Hill,Thare-arle-tneme,https://arrernte-angkentye.online/ecall/audio/thare-arle-tneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/thare-arle-tneme_m.mp3,,,,,,,,,,,,,,,,,
numb,tharre,https://arrernte-angkentye.online/ecall/audio/tharre_m.mp3,https://arrernte-angkentye.online/ecall/audio/tharre_m.mp3,,,,,,,,,,,,,,,,,
I (subject of transitive verb),the,https://arrernte-angkentye.online/ecall/audio/the_m.mp3,https://arrernte-angkentye.online/ecall/audio/the_m.mp3,,,,,,,,,,,,,,,,,
tickle someone,theke-theke-ileme,https://arrernte-angkentye.online/ecall/audio/theke-theke-ileme_m.mp3,https://arrernte-angkentye.online/ecall/audio/theke-theke-ileme_m.mp3,,,,,,,,,,,,,,,,,
"pour, spill",theleme,https://arrernte-angkentye.online/ecall/audio/theleme_m.mp3,https://arrernte-angkentye.online/ecall/audio/theleme_m.mp3,,,,,,,,,,,,,,,,,
bird,thipe,https://arrernte-angkentye.online/ecall/audio/thipe_m.mp3,https://arrernte-angkentye.online/ecall/audio/thipe_m.mp3,,,,,,,,,,,,,,,,,
tail (from English),tile,https://arrernte-angkentye.online/ecall/audio/tile_m.mp3,https://arrernte-angkentye.online/ecall/audio/tile_m.mp3,,,,,,,,,,,,,,,,,
rainbow bee-eater,tirre-tirre,https://arrernte-angkentye.online/ecall/audio/tirre-tirre.mp3,https://arrernte-angkentye.online/ecall/audio/tirre-tirre.mp3,,,,,,,,,,,,,,,,,
"compliment, praise",tnakeme,https://arrernte-angkentye.online/ecall/audio/tnakeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/tnakeme_m.mp3,,,,,,,,,,,,,,,,,
"to stand, be",tneme,https://arrernte-angkentye.online/ecall/audio/tneme_m.mp3,https://arrernte-angkentye.online/ecall/audio/tneme_m.mp3,,,,,,,,,,,,,,,,,
scratch yourself,tnyelheme,https://arrernte-angkentye.online/ecall/audio/tnyelheme_m.mp3,https://arrernte-angkentye.online/ecall/audio/tnyelheme_m.mp3,,,,,,,,,,,,,,,,,
"dig for something, dig something out",tnyeme,https://arrernte-angkentye.online/ecall/audio/tnyeme_m.mp3,https://arrernte-angkentye.online/ecall/audio/tnyeme_m.mp3,,,,,,,,,,,,,,,,,
"type of grass, hook made from it",tunpere,https://arrernte-angkentye.online/ecall/audio/tunpere_m.mp3,https://arrernte-angkentye.online/ecall/audio/tunpere_m.mp3,,,,,,,,,,,,,,,,,
edible grub,tyape,https://arrernte-angkentye.online/ecall/audio/tyape_m.mp3,https://arrernte-angkentye.online/ecall/audio/tyape_m.mp3,,,,,,,,,,,,,,,,,
"pull, pull out, drag",tyarre-ineme,https://arrernte-angkentye.online/ecall/audio/tyarre-ineme_m.mp3,https://arrernte-angkentye.online/ecall/audio/tyarre-ineme_m.mp3,,,,,,,,,,,,,,,,,
"chips of wood, splinter",tyelpme,https://arrernte-angkentye.online/ecall/audio/tyelpme.mp3,https://arrernte-angkentye.online/ecall/audio/tyelpme.mp3,,,,,,,,,,,,,,,,,
"fingernail, toenail",tyepmware,https://arrernte-angkentye.online/ecall/audio/tyepmware_m.mp3,https://arrernte-angkentye.online/ecall/audio/tyepmware_m.mp3,,,,,,,,,,,,,,,,,
cicada,tyerraye,https://arrernte-angkentye.online/ecall/audio/tyerraye_m.mp3,https://arrernte-angkentye.online/ecall/audio/tyerraye_m.mp3,,,,,,,,,,,,,,,,,
"(person's) body, Aboriginal person",tyerrtye,https://arrernte-angkentye.online/ecall/audio/tyerrtye_m.mp3,https://arrernte-angkentye.online/ecall/audio/tyerrtye_m.mp3,,,,,,,,,,,,,,,,,
"fingernail, toenail",tywepmare,https://arrernte-angkentye.online/ecall/audio/tywepmare.mp3,https://arrernte-angkentye.online/ecall/audio/tywepmare.mp3,,,,,,,,,,,,,,,,,
heron,ulampe-ulampe,https://arrernte-angkentye.online/ecall/audio/tywepmare.mp3,https://arrernte-angkentye.online/ecall/audio/tywepmare.mp3,,,,,,,,,,,,,,,,,
"fine, powdery, soft",ulpe,https://arrernte-angkentye.online/ecall/audio/ulpe.mp3,https://arrernte-angkentye.online/ecall/audio/ulpe.mp3,,,,,,,,,,,,,,,,,
hollow/hole in tree,ulpere,https://arrernte-angkentye.online/ecall/audio/ulpere_m.mp3,https://arrernte-angkentye.online/ecall/audio/ulpere_m.mp3,,,,,,,,,,,,,,,,,
to whistle,ulpernelheme,https://arrernte-angkentye.online/ecall/audio/ulpernelheme_m.mp3,https://arrernte-angkentye.online/ecall/audio/ulpernelheme_m.mp3,,,,,,,,,,,,,,,,,
"break off, break into pieces, chop",ultakeme,https://arrernte-angkentye.online/ecall/audio/ultakeme.mp3,https://arrernte-angkentye.online/ecall/audio/ultakeme.mp3,,,,,,,,,,,,,,,,,
side (of the body),ulte,https://arrernte-angkentye.online/ecall/audio/ulte_m.mp3,https://arrernte-angkentye.online/ecall/audio/ulte_m.mp3,,,,,,,,,,,,,,,,,
"press down on, tread on",ultheme,https://arrernte-angkentye.online/ecall/audio/ultheme_m.mp3,https://arrernte-angkentye.online/ecall/audio/ultheme_m.mp3,,,,,,,,,,,,,,,,,
